Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration,TotalTargetedCull,TCCWD+
3,1593,1136,1614,2330,1218,1549,9440,0,0,0,0,0,0,0,630,285,80,470,174,31,63,64,4,53,38,2,0,0,1,0,0,1.4,0,75,0,0
4,1603,1155,1585,2385,1246,1518,9492,0,0,0,0,0,0,0,636,298,78,494,191,33,68,62,5,53,31,2,0,0,1,0,0,1.4,0,75,0,0
5,1640,1146,1634,2394,1192,1540,9546,0,0,0,0,0,0,0,653,279,81,469,172,30,56,55,4,43,37,0,0,0,1,0,0,1.4,0,75,0,0
6,1673,1200,1598,2401,1231,1535,9638,0,0,0,0,0,0,0,659,296,67,448,191,36,66,65,2,42,40,0,0,0,1,0,0,1.4,0,75,0,0
7,1726,1154,1596,2405,1218,1611,9710,0,0,0,0,0,0,0,666,299,74,454,171,29,72,58,5,35,42,2,0,0,1,0,0,1.4,0,75,0,0
8,1683,1160,1602,2469,1305,1575,9794,0,0,0,0,0,0,0,689,267,85,492,183,28,77,55,4,46,41,2,0,0,1,0,0,1.4,0,75,0,0
9,1666,1153,1731,2530,1272,1615,9967,0,0,0,0,0,0,0,662,272,79,536,191,38,58,55,1,52,34,4,0,0,1,0,0,1.4,0,75,0,0
10,1687,1247,1631,2516,1291,1662,10034,0,0,0,0,0,0,0,676,305,78,486,207,20,74,52,2,48,44,1,0,0,1,0,0,1.4,0,75,0,0
11,1738,1153,1726,2528,1343,1631,10119,0,0,0,0,0,0,0,687,305,71,499,208,46,70,62,3,44,43,3,0,0,1,0,0,1.4,0,75,0,0
12,1688,1223,1727,2591,1284,1630,10143,0,0,0,0,0,0,0,669,338,95,518,207,32,61,60,3,57,33,1,0,0,1,0,0,1.4,0,75,0,0
13,1707,1206,1701,2586,1292,1694,10186,0,0,0,0,0,0,0,691,284,83,509,185,29,71,49,6,47,45,2,0,0,1,0,0,1.4,0,75,0,0
14,1735,1240,1688,2586,1360,1685,10294,0,0,0,0,0,0,0,688,330,79,514,197,32,63,62,5,54,32,1,0,0,1,0,0,1.4,0,75,0,0
15,1763,1226,1662,2627,1376,1745,10399,0,0,0,0,0,0,0,692,298,71,554,184,28,60,66,3,64,28,1,0,0,1,0,0,1.4,0,75,0,0
1,1679,1144,1623,2372,1195,1510,9523,0,1,0,0,0,0,1,675,284,76,490,177,21,75,67,3,43,47,2,0,0,0,0,0,0,0,76,0,0
2,1667,1195,1541,2354,1216,1492,9465,3,0,0,1,0,2,6,683,289,76,489,178,30,65,65,4,49,30,1,1,0,0,0,2,1,6,76,0,0
3,1676,1108,1560,2380,1203,1479,9406,2,0,0,1,1,0,4,669,273,70,470,177,41,68,63,4,46,45,2,3,1,1,0.004,0,1,7,76,0,0
4,1646,1117,1580,2360,1160,1544,9407,0,1,0,2,0,0,3,686,264,60,457,165,38,79,52,6,42,27,2,0,0,1,0,2,1,12,76,0,0
5,1624,1146,1523,2321,1235,1495,9344,2,0,1,2,0,0,5,638,302,86,456,183,19,57,68,5,42,32,0,2,0,1,0,2,1.4,18,76,0,0
6,1645,1070,1595,2384,1225,1529,9448,3,0,0,1,2,0,6,631,256,71,487,181,27,72,45,3,55,39,1,1,0,1,0,1,2.2,25,76,0,0
7,1629,1148,1544,2414,1209,1533,9477,7,0,1,10,0,10,28,674,278,75,493,186,29,68,54,3,49,53,1,2,1,1,0.004,7,2.2,51,76,0,0
8,1612,1112,1571,2367,1216,1562,9440,14,3,5,14,6,7,49,646,294,74,502,180,30,52,64,0,44,36,2,7,0,1,0,11,22.5,94,76,0,0
9,1600,1156,1560,2325,1226,1516,9383,17,4,7,24,5,7,64,625,266,62,460,164,29,60,53,1,44,28,1,13,1,1,0.005,24,22.5,151,76,0,0
10,1657,1130,1575,2369,1232,1456,9419,19,10,12,27,15,12,95,682,263,85,505,189,25,70,59,5,53,36,0,14,3,1,0.013,43,22.5,258,76,0,0
11,1622,1134,1593,2376,1157,1535,9417,52,13,16,48,17,15,161,666,282,78,510,167,33,60,50,3,60,27,1,40,5,1,0.025,64,22.5,422,76,0,0
12,1621,1154,1485,2287,1212,1496,9255,89,15,28,91,31,22,276,647,311,86,441,178,31,63,62,2,44,26,3,64,10,1,0.05,97,22.5,676,76,0,0
13,1592,1074,1521,2323,1183,1480,9173,102,32,43,153,30,58,418,628,277,63,430,166,32,64,47,2,39,31,1,77,10,1,0.054,135,22.5,1079,76,0,0
14,1520,1071,1535,2330,1181,1464,9101,160,39,63,231,68,72,633,622,272,78,490,183,25,58,48,4,40,45,2,136,17,1,0.086,175,22.5,1679,76,0,0
15,1486,1061,1491,2225,1117,1471,8851,221,63,95,320,87,103,889,627,259,67,443,151,24,72,57,6,31,32,1,195,23,1,0.116,225,22.5,2517,76,0,0
1,1656,1130,1583,2356,1223,1438,9386,0,0,0,0,0,0,0,675,318,78,461,173,29,79,86,2,53,31,1,0,0,0,0,0,0,0,77,0,0
2,1614,1174,1568,2437,1152,1553,9498,0,0,0,0,0,0,0,632,313,82,513,170,30,72,61,2,53,29,3,0,0,0,0,0,1.4,0,77,0,0
3,1656,1115,1603,2391,1247,1566,9578,0,0,0,0,0,0,0,678,287,76,496,173,19,64,48,3,46,24,2,0,0,0,0,0,1.4,0,77,0,0
4,1584,1113,1617,2418,1280,1580,9592,0,0,0,0,0,0,0,646,305,83,487,188,32,50,49,4,53,31,0,0,0,0,0,0,1.4,0,77,0,0
5,1543,1181,1666,2485,1277,1550,9702,0,0,0,0,0,0,0,588,285,93,492,199,31,62,56,4,41,38,1,0,0,0,0,0,1.4,0,77,0,0
6,1659,1201,1638,2495,1266,1605,9864,0,0,0,0,0,0,0,677,271,80,505,196,16,68,58,3,47,33,1,0,0,0,0,0,1.4,0,77,0,0
7,1700,1150,1709,2531,1324,1638,10052,0,0,0,0,0,0,0,672,281,89,543,198,27,69,48,5,61,32,0,0,0,0,0,0,1.4,0,77,0,0
8,1696,1218,1664,2528,1325,1639,10070,0,0,0,0,0,0,0,655,297,98,523,197,36,69,56,16,55,29,5,0,0,0,0,0,1.4,0,77,0,0
9,1764,1163,1790,2572,1304,1594,10187,0,0,0,0,0,0,0,696,326,104,533,190,28,69,66,6,64,35,0,0,0,0,0,0,1.4,0,77,0,0
10,1708,1289,1650,2538,1272,1727,10184,0,0,0,0,0,0,0,713,307,73,529,163,40,64,56,4,51,24,3,0,0,0,0,0,1.4,0,77,0,0
11,1768,1218,1676,2505,1379,1599,10145,0,0,0,0,0,0,0,684,298,100,505,213,38,69,58,5,35,41,3,0,0,0,0,0,1.4,0,77,0,0
12,1799,1196,1734,2601,1282,1672,10284,0,0,0,0,0,0,0,714,294,89,539,186,36,76,55,8,60,37,2,0,0,0,0,0,1.4,0,77,0,0
13,1761,1255,1633,2534,1349,1670,10202,0,0,0,0,0,0,0,691,319,80,546,207,31,62,51,4,51,36,2,0,0,0,0,0,1.4,0,77,0,0
14,1761,1159,1667,2533,1333,1623,10076,0,0,0,0,0,0,0,729,268,84,483,182,28,78,49,8,45,31,2,0,0,0,0,0,1.4,0,77,0,0
15,1720,1191,1775,2596,1317,1663,10262,0,0,0,0,0,0,0,701,315,90,530,194,33,64,51,4,54,31,2,0,0,0,0,0,1.4,0,77,0,0
1,1635,1145,1576,2365,1223,1554,9498,0,1,1,1,0,1,4,656,326,76,484,191,30,71,58,5,45,39,4,0,0,0,0,1,0,3,78,0,0
2,1584,1114,1573,2416,1240,1529,9456,2,0,1,2,0,1,6,619,296,80,485,178,32,65,71,3,41,39,1,3,0,0,0,1,1,7,78,0,0
3,1581,1141,1605,2396,1234,1545,9502,1,0,2,4,3,0,10,630,293,80,478,186,30,72,73,3,49,40,3,2,0,0,0,2,2.8,17,78,0,0
4,1592,1137,1592,2449,1220,1533,9523,1,2,7,6,0,2,18,661,300,88,498,170,29,60,52,4,51,29,2,3,0,0,0,5,19.9,34,78,0,0
5,1581,1152,1608,2442,1204,1579,9566,6,1,0,2,2,2,13,599,288,81,499,176,32,51,63,4,40,27,2,3,0,0,0,8,21.2,52,78,0,0
6,1647,1138,1610,2432,1273,1572,9672,9,2,0,12,4,0,27,653,291,72,481,196,20,70,50,6,47,33,3,9,1,1,0.005,14,21.2,78,78,0,0
7,1634,1159,1634,2462,1244,1585,9718,18,2,3,28,8,9,68,644,304,89,517,196,29,55,58,8,55,35,1,12,4,1,0.019,21,21.2,139,78,0,0
8,1631,1154,1588,2377,1275,1593,9618,31,4,15,44,9,14,117,628,297,86,456,175,33,65,65,4,45,35,2,19,2,1,0.009,35,21.2,257,78,0,0
9,1656,1157,1602,2450,1284,1613,9762,51,16,14,59,23,16,179,656,280,66,492,199,33,70,54,1,55,44,3,36,6,1,0.026,70,21.9,430,78,0,0
10,1652,1158,1648,2461,1257,1592,9768,93,13,35,81,27,39,288,674,280,72,531,196,35,73,67,2,58,39,3,72,12,1,0.05,91,24.3,698,78,0,0
11,1652,1197,1572,2407,1250,1551,9629,114,31,45,126,44,39,399,619,314,65,480,205,35,63,60,7,40,48,0,72,10,1,0.046,136,24.3,1078,78,0,0
12,1699,1137,1647,2376,1222,1513,9594,171,50,55,189,48,63,576,639,290,70,458,179,30,57,50,3,58,24,3,123,11,1,0.056,172,24.5,1620,78,0,0
13,1657,1184,1599,2365,1174,1558,9537,271,63,73,238,82,76,803,629,288,70,494,180,35,69,59,7,39,45,1,195,25,1,0.114,213,24.5,2388,78,0,0
14,1643,1125,1513,2275,1207,1427,9190,346,64,108,356,112,130,1116,604,280,80,441,166,31,71,59,4,34,32,2,235,28,1,0.139,265,24.7,3416,78,0,0
15,1572,1028,1462,2205,1078,1450,8795,390,76,135,449,137,180,1367,642,254,79,433,159,21,69,59,5,42,29,0,292,31,1,0.152,314,24.7,4676,78,0,0
1,1639,1117,1559,2376,1206,1555,9452,0,0,0,1,0,0,1,651,264,92,471,185,30,52,53,5,49,34,1,0,0,0,0,1,0,1,79,0,0
2,1642,1134,1597,2400,1224,1520,9517,1,0,2,3,0,0,6,669,306,85,473,164,44,67,55,5,59,37,2,2,0,0,0,2,2.2,7,79,0,0
3,1612,1143,1618,2414,1211,1578,9576,0,1,0,2,0,0,3,640,253,79,480,148,25,51,55,3,41,27,0,0,0,0,0,2,3,11,79,0,0
4,1647,1161,1665,2437,1288,1515,9713,5,1,2,2,2,0,12,657,296,76,478,186,31,65,72,2,46,36,1,3,2,1,0.009,5,14.4,21,79,0,0
5,1650,1168,1674,2497,1206,1660,9855,10,1,2,5,2,2,22,689,323,79,475,172,45,83,66,4,44,37,3,6,2,1,0.008,13,14.4,42,79,0,0
6,1606,1212,1680,2494,1332,1563,9887,5,2,2,7,2,5,23,635,314,79,532,191,27,63,65,2,55,30,1,3,0,1,0,11,14.4,66,79,0,0
7,1686,1204,1700,2532,1283,1604,10009,8,4,8,22,3,10,55,677,294,83,479,194,26,69,61,2,46,47,3,10,0,1,0,21,14.8,130,79,0,0
8,1731,1216,1706,2532,1282,1612,10079,22,8,13,32,8,4,87,727,311,80,465,205,29,67,51,5,41,34,0,23,2,1,0.01,30,16.5,228,79,0,0
9,1698,1206,1658,2565,1297,1647,10071,40,9,19,41,8,15,132,628,309,87,488,190,30,58,66,2,46,41,0,27,4,1,0.019,43,17.7,359,79,0,0
10,1746,1178,1633,2576,1345,1685,10163,65,10,10,54,28,25,192,732,280,91,518,193,31,60,57,7,43,41,2,48,2,1,0.01,67,18.4,528,79,0,0
11,1704,1200,1761,2615,1339,1629,10248,95,15,38,89,24,29,290,683,305,85,527,213,40,68,59,2,54,47,3,66,5,1,0.021,99,19,806,79,0,0
12,1701,1264,1747,2595,1320,1645,10272,133,44,33,118,50,50,428,642,314,89,504,201,34,60,56,2,38,34,2,97,10,1,0.052,138,19,1233,79,0,0
13,1768,1243,1752,2588,1271,1659,10281,209,39,61,218,82,71,680,682,291,83,473,177,34,56,56,7,53,40,1,157,12,1,0.056,189,25.5,1853,79,0,0
14,1773,1252,1650,2559,1281,1593,10108,301,74,97,331,87,114,1004,709,317,82,533,210,25,65,73,4,51,30,2,225,23,1,0.102,246,25.5,2820,79,0,0
15,1717,1170,1555,2438,1242,1549,9671,443,100,110,446,130,152,1381,680,315,90,499,164,33,79,67,2,59,33,0,302,33,1,0.138,300,25.5,4145,79,0,0
1,1622,1136,1599,2401,1215,1571,9544,0,0,1,1,0,1,3,645,274,89,509,172,17,59,56,2,50,30,2,0,0,0,0,1,0,2,80,0,0
2,1640,1144,1603,2396,1286,1561,9630,0,1,1,1,2,1,6,680,271,74,467,195,30,81,54,5,43,40,1,1,0,0,0,4,4,7,80,0,0
3,1637,1149,1601,2419,1239,1566,9611,5,0,1,2,0,0,8,645,283,97,507,194,40,64,65,5,55,42,0,4,0,0,0,3,5.7,13,80,0,0
4,1657,1144,1632,2393,1233,1566,9625,5,1,0,1,1,1,9,685,290,100,486,174,31,68,66,4,38,41,0,1,0,0,0,5,18.1,25,80,0,0
5,1607,1187,1629,2448,1244,1540,9655,2,0,0,3,1,3,9,659,330,79,522,177,23,68,72,1,48,27,0,2,0,0,0,4,18.2,34,80,0,0
6,1618,1155,1621,2461,1218,1534,9607,3,2,1,0,1,1,8,643,280,78,540,196,25,57,58,4,53,46,2,3,0,0,0,4,18.2,41,80,0,0
7,1643,1160,1574,2402,1220,1518,9517,8,0,0,0,0,1,9,687,273,71,483,168,26,66,57,8,61,37,0,2,0,0,0,2,18.2,47,80,0,0
8,1636,1113,1614,2423,1230,1578,9594,10,0,0,1,2,0,13,655,269,82,502,199,29,66,57,6,41,36,1,4,0,0,0,3,18.2,57,80,0,0
9,1621,1152,1570,2409,1256,1594,9602,7,0,0,1,0,0,8,663,279,68,486,196,35,62,58,1,49,35,3,2,0,0,0,3,18.2,61,80,0,0
10,1648,1132,1616,2442,1272,1531,9641,2,0,0,2,0,2,6,663,265,69,470,194,35,61,43,4,50,32,2,0,0,0,0,4,18.2,70,80,0,0
11,1684,1164,1660,2459,1228,1603,9798,11,1,3,5,1,2,23,659,279,70,509,184,24,66,67,8,46,34,1,7,0,0,0,6,18.2,93,80,0,0
12,1705,1211,1574,2424,1311,1554,9779,14,0,2,7,3,2,28,684,282,91,475,189,25,76,49,7,46,37,1,9,0,0,0,12,18.2,117,80,0,0
13,1728,1125,1660,2513,1249,1600,9875,22,4,2,10,6,9,53,699,274,81,478,206,32,63,48,5,57,40,3,14,2,1,0.009,20,18.2,165,80,0,0
14,1669,1181,1618,2455,1277,1613,9813,18,6,5,21,5,10,65,685,312,85,525,224,36,68,68,3,58,42,2,18,3,1,0.012,23,18.2,222,80,0,0
15,1636,1128,1626,2444,1291,1590,9715,31,3,7,28,14,11,94,668,276,73,493,197,36,74,56,3,45,31,3,25,2,1,0.009,35,18.2,310,80,0,0
1,1633,1108,1555,2391,1173,1572,9432,0,0,0,0,0,0,0,659,252,91,454,186,28,56,56,8,55,25,1,0,0,0,0,0,0,0,81,0,0
2,1640,1097,1629,2375,1249,1575,9565,0,0,0,0,0,0,0,634,265,77,489,201,28,75,60,6,57,44,2,0,0,0,0,0,0,0,81,0,0
3,1628,1195,1551,2400,1249,1491,9514,0,0,0,0,0,0,0,666,292,78,462,198,25,77,53,7,60,45,5,0,0,0,0,0,0,0,81,0,0
4,1656,1110,1626,2414,1177,1512,9495,0,0,0,0,0,0,0,646,291,102,476,173,32,67,67,6,33,32,1,0,0,0,0,0,0,0,81,0,0
5,1615,1135,1534,2373,1193,1540,9390,0,0,0,0,0,0,0,643,251,72,471,183,25,76,48,2,58,50,1,0,0,0,0,0,0,0,81,0,0
6,1677,1099,1570,2414,1223,1502,9485,0,0,0,0,0,0,0,666,273,81,505,193,20,59,56,4,45,25,0,0,0,0,0,0,0,0,81,0,0
7,1635,1133,1560,2410,1207,1552,9497,0,0,0,0,0,0,0,665,288,77,463,186,28,67,66,3,54,46,4,0,0,0,0,0,0,0,81,0,0
8,1603,1109,1648,2444,1256,1558,9618,0,0,0,0,0,0,0,608,275,91,530,219,22,55,66,3,54,34,1,0,0,0,0,0,0,0,81,0,0
9,1636,1176,1682,2391,1274,1490,9649,0,0,0,0,0,0,0,659,302,81,482,178,26,56,52,4,49,38,2,0,0,0,0,0,0,0,81,0,0
10,1670,1210,1593,2475,1192,1529,9669,0,0,0,0,0,0,0,645,330,88,485,146,31,51,76,3,47,32,1,0,0,0,0,0,0,0,81,0,0
11,1708,1123,1636,2471,1251,1509,9698,0,0,0,0,0,0,0,704,261,92,489,206,40,75,57,2,42,47,2,0,0,0,0,0,0,0,81,0,0
12,1652,1182,1598,2488,1207,1595,9722,0,0,0,0,0,0,0,666,303,84,496,168,29,65,48,6,50,35,3,0,0,0,0,0,0,0,81,0,0
13,1671,1143,1642,2472,1283,1620,9831,0,0,0,0,0,0,0,700,308,90,499,191,29,77,51,3,45,34,4,0,0,0,0,0,0,0,81,0,0
14,1623,1168,1675,2472,1277,1562,9777,0,0,0,0,0,0,0,640,278,87,474,187,28,51,77,9,32,35,1,0,0,0,0,0,0,0,81,0,0
15,1661,1204,1626,2538,1267,1585,9881,0,0,0,0,0,0,0,662,279,89,486,171,25,66,62,1,42,41,1,0,0,0,0,0,0,0,81,0,0
1,1659,1114,1574,2358,1191,1535,9431,0,1,0,0,0,0,1,675,285,75,500,178,36,68,49,5,50,41,2,0,0,0,0,1,0,0,82,0,0
2,1635,1118,1579,2357,1182,1463,9334,4,0,0,0,0,1,5,675,271,78,478,173,18,81,53,2,49,34,3,2,0,0,0,3,2,6,82,0,0
3,1611,1138,1591,2387,1192,1523,9442,4,0,0,0,2,0,6,683,260,84,465,191,27,56,46,4,47,33,0,2,1,1,0.005,3,3.2,11,82,0,0
4,1614,1135,1619,2356,1210,1500,9434,1,0,1,4,1,2,9,646,291,105,444,176,32,55,49,7,50,35,2,1,0,1,0,3,3.2,21,82,0,0
5,1603,1119,1569,2378,1216,1427,9312,3,1,2,9,2,4,21,632,279,67,445,172,26,55,46,0,34,37,2,4,2,1,0.011,6,4.1,38,82,0,0
6,1601,1160,1595,2377,1129,1449,9311,9,0,4,12,5,1,31,664,264,79,454,168,35,63,60,2,43,38,1,4,0,1,0,14,4.1,70,82,0,0
7,1643,1159,1523,2343,1149,1456,9273,17,1,11,22,3,10,64,675,291,64,481,168,29,74,50,3,55,29,1,13,0,1,0,19,4.1,136,82,0,0
8,1641,1103,1442,2271,1173,1528,9158,25,6,11,28,14,10,94,647,277,87,471,149,28,61,58,4,44,34,1,22,2,1,0.01,23,17,222,82,0,0
9,1616,1020,1525,2280,1205,1466,9112,35,12,11,41,16,13,128,657,254,72,480,193,37,60,42,3,48,46,0,28,4,1,0.02,29,27.1,341,82,0,0
10,1527,1096,1535,2256,1149,1482,9045,55,10,23,66,25,20,199,575,275,70,435,169,30,63,44,3,45,25,1,31,8,1,0.044,46,27.1,538,82,0,0
11,1596,1107,1453,2242,1158,1477,9033,83,19,30,71,23,33,259,628,255,63,475,176,35,67,47,4,44,42,0,58,6,1,0.029,61,27.1,792,82,0,0
12,1597,1060,1448,2205,1163,1420,8893,100,19,30,101,32,41,323,632,263,65,437,197,20,65,52,3,36,38,1,74,8,1,0.041,83,27.1,1092,82,0,0
13,1534,1017,1424,2172,1139,1393,8679,113,36,40,130,53,51,423,638,264,72,421,158,41,66,53,3,42,39,3,95,14,1,0.068,115,27.1,1512,82,0,0
14,1436,1015,1452,2182,1118,1429,8632,150,40,57,190,54,67,558,574,237,74,430,149,24,71,43,4,45,27,2,125,7,1,0.036,133,27.1,2032,82,0,0
15,1421,1026,1488,2131,1134,1388,8588,217,57,68,234,76,89,741,569,247,62,431,178,24,50,50,7,45,41,1,176,18,1,0.093,167,27.1,2723,82,0,0
1,1621,1127,1622,2379,1220,1537,9506,0,1,0,0,0,0,1,657,306,63,463,184,37,52,76,4,53,41,2,0,0,0,0,1,0,0,83,0,0
2,1587,1180,1573,2405,1231,1496,9472,0,0,0,0,0,0,0,621,296,75,455,180,26,48,65,5,44,35,1,0,0,0,0,0,2.2,0,83,0,0
3,1632,1127,1581,2455,1172,1565,9532,0,0,0,0,0,0,0,656,302,73,507,180,31,71,58,2,53,35,1,0,0,0,0,0,2.2,0,83,0,0
4,1591,1133,1565,2369,1236,1586,9480,0,0,0,0,0,0,0,623,288,76,462,195,34,46,66,1,43,46,1,0,0,0,0,0,2.2,0,83,0,0
5,1636,1123,1538,2365,1293,1632,9587,0,0,0,0,0,0,0,676,271,91,484,190,31,69,48,3,56,35,1,0,0,0,0,0,2.2,0,83,0,0
6,1613,1101,1626,2413,1318,1592,9663,0,0,0,0,0,0,0,672,285,79,486,205,37,78,53,3,42,39,2,0,0,0,0,0,2.2,0,83,0,0
7,1565,1180,1643,2486,1273,1529,9676,0,0,0,0,0,0,0,624,296,79,488,202,32,55,56,1,47,40,3,0,0,0,0,0,2.2,0,83,0,0
8,1637,1168,1634,2509,1233,1651,9832,0,0,0,0,0,0,0,682,296,82,520,186,36,68,54,4,54,46,1,0,0,0,0,0,2.2,0,83,0,0
9,1620,1164,1633,2496,1302,1582,9797,0,0,0,0,0,0,0,630,290,74,493,179,28,76,58,2,46,34,2,0,0,0,0,0,2.2,0,83,0,0
10,1679,1188,1687,2517,1262,1653,9986,0,0,0,0,0,0,0,678,280,87,497,193,31,64,59,8,64,28,3,0,0,0,0,0,2.2,0,83,0,0
11,1705,1198,1658,2523,1316,1655,10055,0,0,0,0,0,0,0,655,276,77,531,195,33,81,59,8,58,44,1,0,0,0,0,0,2.2,0,83,0,0
12,1756,1174,1761,2585,1301,1566,10143,0,0,0,0,0,0,0,675,279,85,537,186,33,75,63,3,57,32,1,0,0,0,0,0,2.2,0,83,0,0
13,1758,1275,1699,2580,1239,1695,10246,0,0,0,0,0,0,0,708,318,93,534,202,25,67,65,5,63,40,2,0,0,0,0,0,2.2,0,83,0,0
14,1780,1206,1621,2507,1354,1569,10037,0,0,0,0,0,0,0,748,286,67,503,235,29,80,53,3,37,53,3,0,0,0,0,0,2.2,0,83,0,0
15,1748,1179,1640,2528,1249,1623,9967,0,0,0,0,0,0,0,677,307,96,524,191,33,63,55,3,50,42,5,0,0,0,0,0,2.2,0,83,0,0
1,1646,1100,1589,2364,1186,1493,9378,0,1,0,0,0,0,1,670,257,76,451,183,39,68,54,3,54,32,1,0,0,0,0,0,0,0,84,0,0
2,1623,1134,1568,2365,1190,1511,9391,3,0,0,0,1,0,4,629,289,66,459,167,26,55,59,3,53,31,1,2,1,1,0.005,2,1,4,84,0,0
3,1638,1157,1542,2384,1253,1563,9537,3,0,1,2,0,0,6,642,295,81,461,175,28,57,58,7,47,30,2,2,0,1,0,3,1.4,8,84,0,0
4,1647,1110,1644,2427,1237,1583,9648,2,1,0,0,0,0,3,646,255,101,454,186,26,52,48,11,32,29,0,0,0,1,0,3,7.1,10,84,0,0
5,1662,1179,1585,2453,1292,1601,9772,5,0,0,0,0,0,5,651,266,65,472,199,29,69,47,3,31,45,3,2,0,1,0,2,7.1,13,84,0,0
6,1743,1127,1630,2492,1304,1695,9991,7,0,0,0,0,1,8,720,271,80,493,196,37,77,43,4,65,34,2,3,2,1,0.009,2,7.1,21,84,0,0
7,1689,1164,1701,2538,1331,1630,10053,7,0,0,3,2,0,12,695,305,90,511,200,33,73,54,3,54,43,3,2,0,1,0,3,7.1,30,84,0,0
8,1636,1222,1774,2584,1316,1639,10171,13,0,6,12,1,1,33,625,293,81,478,186,26,63,50,3,46,32,0,6,1,1,0.005,5,7.1,63,84,0,0
9,1729,1285,1729,2636,1305,1705,10389,16,6,4,16,7,3,52,655,314,78,530,200,25,63,60,5,54,39,0,15,2,1,0.009,11,8.1,106,84,0,0
10,1793,1199,1787,2600,1363,1647,10389,27,4,5,32,16,11,95,693,298,100,535,195,30,60,60,4,49,44,1,20,3,1,0.014,19,15,203,84,0,0
11,1791,1291,1697,2623,1292,1710,10404,37,7,16,60,16,22,158,750,333,75,524,206,38,86,63,7,42,42,2,32,4,1,0.017,33,16.6,358,84,0,0
12,1765,1231,1768,2575,1336,1615,10290,55,20,25,81,23,21,225,702,309,92,520,210,31,68,48,6,60,34,1,50,5,1,0.023,58,19.1,578,84,0,0
13,1749,1255,1718,2566,1289,1586,10163,98,18,26,111,35,35,323,716,310,80,508,199,31,81,69,4,51,35,0,74,9,1,0.038,88,21.3,874,84,0,0
14,1739,1206,1605,2555,1254,1672,10031,113,21,43,157,39,49,422,682,284,88,505,211,26,75,55,5,52,46,1,88,12,1,0.051,96,21.3,1276,84,0,0
15,1736,1103,1621,2446,1309,1553,9768,132,47,52,188,69,72,560,703,272,62,513,216,31,71,59,1,59,43,0,137,15,1,0.064,135,21.3,1848,84,0,0
1,1644,1120,1557,2318,1210,1475,9324,0,0,0,0,0,0,0,643,305,80,469,179,25,77,55,2,55,36,0,0,0,0,0,0,0,0,85,0,0
2,1628,1089,1610,2353,1154,1499,9333,0,0,0,0,0,0,0,645,278,89,507,182,35,67,54,6,53,31,2,0,0,0,0,0,0,0,85,0,0
3,1597,1112,1486,2255,1174,1441,9065,0,0,0,0,0,0,0,642,278,77,466,184,28,77,47,4,43,41,1,0,0,0,0,0,0,0,85,0,0
4,1581,1025,1548,2274,1161,1469,9058,0,0,0,0,0,0,0,598,267,84,453,168,29,55,51,8,36,26,2,0,0,0,0,0,0,0,85,0,0
5,1555,1122,1489,2288,1187,1517,9158,0,0,0,0,0,0,0,621,299,68,483,168,40,61,66,4,35,34,0,0,0,0,0,0,0,0,85,0,0
6,1551,1063,1557,2335,1195,1423,9124,0,0,0,0,0,0,0,624,263,85,422,176,40,60,59,3,39,34,1,0,0,0,0,0,0,0,85,0,0
7,1551,1109,1590,2387,1136,1547,9320,0,0,0,0,0,0,0,613,267,79,467,172,27,51,48,6,49,29,1,0,0,0,0,0,0,0,85,0,0
8,1592,1139,1519,2319,1224,1471,9264,0,0,0,0,0,0,0,669,297,81,475,184,18,66,61,4,46,29,2,0,0,0,0,0,0,0,85,0,0
9,1601,1065,1505,2361,1199,1558,9289,0,0,0,0,0,0,0,625,246,69,491,172,28,56,46,1,60,25,1,0,0,0,0,0,0,0,85,0,0
10,1579,1069,1591,2356,1256,1469,9320,0,0,0,0,0,0,0,649,264,74,469,186,32,74,51,4,45,27,4,0,0,0,0,0,0,0,85,0,0
11,1558,1156,1598,2374,1167,1493,9346,0,0,0,0,0,0,0,618,302,76,460,170,20,63,65,3,47,36,1,0,0,0,0,0,0,0,85,0,0
12,1586,1136,1570,2382,1219,1571,9464,0,0,0,0,0,0,0,627,252,83,439,181,24,58,68,4,50,30,0,0,0,0,0,0,0,0,85,0,0
13,1665,1118,1647,2431,1253,1544,9658,0,0,0,0,0,0,0,687,248,73,498,179,29,53,62,5,52,36,3,0,0,0,0,0,0,0,85,0,0
14,1650,1180,1606,2466,1224,1534,9660,0,0,0,0,0,0,0,674,281,78,487,212,31,58,54,0,47,42,1,0,0,0,0,0,0,0,85,0,0
15,1637,1144,1570,2430,1239,1647,9667,0,0,0,0,0,0,0,650,285,80,472,196,43,69,63,5,46,38,3,0,0,0,0,0,0,0,85,0,0
1,1644,1125,1507,2385,1176,1528,9365,0,0,1,1,0,1,3,682,246,82,511,208,24,74,37,5,46,46,0,1,1,1,0.005,0,0,2,86,0,0
